Date,Detail Path,Action Number,Clock,Period,Team ID,Team Tricode,Person Id,Player Name,Player Init,xLegacy,yLegacy,Shot Distance,Shot Result,Field Goal,Score Home,Score Away,Points Total,Location,Description,Action Type,Sub-Type,Video Available,Action Id
2022-11-18,det-vs-lal-0022200234,178.0,PT00M03.00S,1.0,1610612765.0,DET,1628977.0,Diallo,H. Diallo,229.0,14.0,0.0,Missed,1.0,,,0.0,v,MISS Diallo 3PT Jump Shot,Missed Shot,Jump Shot,1.0,129.0
2022-11-27,por-vs-bkn-0022200290,109.0,PT02M39.00S,1.0,1610612757.0,POR,1629234.0,Eubanks,D. Eubanks,7.0,8.0,1.0,Made,1.0,24.0,22.0,46.0,v,Eubanks 1' Cutting Dunk Shot (2 PTS) (Grant 2 AST),Made Shot,Cutting Dunk Shot,1.0,78.0
2022-11-27,was-vs-bos-0022200294,341.0,PT08M09.00S,3.0,1610612738.0,BOS,1627759.0,Brown,J. Brown,0.0,0.0,0.0,,0.0,87.0,63.0,150.0,h,Brown Free Throw 2 of 2 (25 PTS),Free Throw,Free Throw 2 of 2,1.0,240.0
2022-11-01,chi-vs-bkn-0022200103,150.0,PT11M33.00S,2.0,1610612751.0,BKN,202681.0,Irving,K. Irving,0.0,0.0,0.0,,0.0,,,0.0,h,Irving P.FOUL (P1.T1) (K.Cutler),Foul,Personal,1.0,110.0
2023-03-05,por-vs-orl-0022200966,572.0,PT05M00.00S,4.0,0.0,,1610612757.0,,,0.0,0.0,0.0,,0.0,,,0.0,v,Trail Blazers Rebound,Rebound,Normal Rebound,0.0,413.0
2023-01-12,cle-vs-por-0022200631,425.0,PT06M41.00S,3.0,1610612739.0,CLE,201937.0,Rubio,R. Rubio,0.0,0.0,0.0,,0.0,,,0.0,v,Rubio REBOUND (Off:0 Def:3),Rebound,Unknown,1.0,305.0
2023-01-13,nop-vs-det-0022200632,602.0,PT02M05.00S,4.0,1610612740.0,NOP,203468.0,McCollum,C. McCollum,0.0,0.0,0.0,,0.0,,,0.0,v,McCollum REBOUND (Off:0 Def:3),Rebound,Unknown,1.0,451.0
2022-12-26,ind-vs-nop-0022200502,458.0,PT02M45.00S,3.0,1610612754.0,IND,1627741.0,Hield,B. Hield,70.0,243.0,25.0,Made,1.0,81.0,60.0,141.0,v,Hield 25' 3PT Jump Shot (12 PTS) (Mathurin 1 AST),Made Shot,Jump Shot,1.0,339.0
2023-02-26,lac-vs-den-0022200918,28.0,PT09M41.00S,1.0,1610612746.0,LAC,202694.0,Morris Sr.,M. Morris Sr.,-4.0,6.0,1.0,Made,1.0,6.0,2.0,8.0,v,Morris Sr. 1' Cutting Dunk Shot (2 PTS) (George 1 AST),Made Shot,Cutting Dunk Shot,1.0,21.0
2022-11-02,was-vs-phi-0022200108,475.0,PT01M09.00S,3.0,1610612764.0,WAS,1629655.0,Gafford,D. Gafford,0.0,0.0,0.0,,0.0,,,0.0,v,Gafford REBOUND (Off:2 Def:0),Rebound,Unknown,1.0,343.0
2022-10-26,bkn-vs-mil-0022200060,688.0,PT03M42.00S,4.0,1610612751.0,BKN,201142.0,Durant,K. Durant,-66.0,250.0,26.0,Missed,1.0,,,0.0,v,MISS Durant 26' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,504.0
2023-02-27,bos-vs-nyk-0022200921,227.0,PT06M50.00S,2.0,1610612738.0,BOS,201143.0,Horford,A. Horford,-228.0,8.0,0.0,Missed,1.0,,,0.0,v,MISS Horford 3PT Jump Shot,Missed Shot,Jump Shot,1.0,168.0
2023-01-27,mem-vs-min-0022200737,655.0,PT00M36.70S,4.0,1610612763.0,MEM,1629634.0,Clarke,B. Clarke,-1.0,15.0,2.0,Made,1.0,111.0,99.0,210.0,v,Clarke 2' Alley Oop Layup (14 PTS) (Morant 11 AST),Made Shot,Alley Oop Layup shot,1.0,480.0
2022-11-04,uta-vs-lal-0022200131,508.0,PT10M40.00S,4.0,1610612762.0,UTA,1629020.0,Vanderbilt,J. Vanderbilt,0.0,0.0,0.0,,0.0,,,0.0,v,Vanderbilt S.FOUL (P3.T1) (N.Sago),Foul,Shooting,1.0,358.0
2023-02-10,phx-vs-ind-0022200836,272.0,PT04M29.00S,2.0,0.0,,1610612756.0,,,0.0,0.0,0.0,,0.0,,,0.0,v,Suns Rebound,Rebound,Unknown,0.0,199.0
2022-10-06,min-vs-lal-0012200028,642.0,PT08M01.00S,4.0,1610612750.0,MIN,1630639.0,Lawson,A. Lawson,210.0,141.0,25.0,Missed,1.0,,,0.0,v,MISS Lawson 25' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,469.0
2022-10-28,cle-vs-bos-0022200072,684.0,PT02M54.00S,5.0,1610612739.0,CLE,1628378.0,Mitchell,D. Mitchell,0.0,0.0,0.0,,0.0,,,0.0,v,Mitchell S.FOUL (P3.T1) (J.Conley),Foul,Shooting,1.0,491.0
2023-01-18,lac-vs-uta-0022200675,130.0,PT02M12.00S,1.0,1610612762.0,UTA,1629012.0,Sexton,C. Sexton,54.0,19.0,6.0,Made,1.0,33.0,24.0,57.0,h,Sexton 6' Driving Floating Bank Jump Shot (4 PTS),Made Shot,Driving Floating Bank Jump Shot,1.0,97.0
2022-10-27,mia-vs-gsw-0022200068,272.0,PT03M46.00S,2.0,1610612748.0,MIA,1631107.0,Jovic,N. Jovic,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Adebayo FOR Jovic,Substitution,,0.0,197.0
2023-01-19,gsw-vs-bos-0022200679,508.0,PT01M11.00S,3.0,1610612744.0,GSW,1626172.0,Looney,K. Looney,0.0,0.0,0.0,,0.0,,,0.0,v,Looney S.FOUL (P2.PN) (B.Barnaky),Foul,Shooting,1.0,378.0
2023-03-08,cle-vs-mia-0022200987,275.0,PT02M35.00S,2.0,1610612739.0,CLE,1629636.0,Garland,D. Garland,0.0,0.0,0.0,,0.0,47.0,47.0,94.0,v,Garland Free Throw 1 of 2 (10 PTS),Free Throw,Free Throw 1 of 2,1.0,197.0
2023-02-14,bos-vs-mil-0022200869,461.0,PT03M04.00S,3.0,1610612749.0,MIL,203114.0,Middleton,K. Middleton,-23.0,20.0,3.0,Missed,1.0,,,0.0,h,MISS Middleton 3' Layup,Missed Shot,Layup Shot,1.0,326.0
2022-10-26,phi-vs-tor-0022200059,193.0,PT07M53.00S,2.0,1610612755.0,PHI,1630178.0,Maxey,T. Maxey,20.0,14.0,2.0,Made,1.0,45.0,36.0,81.0,v,Maxey 2' Driving Reverse Layup (9 PTS),Made Shot,Driving Reverse Layup Shot,1.0,142.0
2022-11-22,det-vs-den-0022200258,606.0,PT03M10.00S,4.0,1610612743.0,DEN,203484.0,Caldwell-Pope,K. Caldwell-Pope,0.0,0.0,0.0,,0.0,,,0.0,h,Caldwell-Pope P.FOUL (P4.PN) (J.Williams),Foul,Personal,1.0,449.0
2022-12-10,uta-vs-den-0022200393,221.0,PT05M14.00S,2.0,1610612743.0,DEN,203484.0,Caldwell-Pope,K. Caldwell-Pope,74.0,131.0,15.0,Made,1.0,42.0,39.0,81.0,h,Caldwell-Pope 15' Pullup Jump Shot (5 PTS) (Jokic 7 AST),Made Shot,Pullup Jump shot,1.0,160.0
2022-11-03,gsw-vs-orl-0022200118,732.0,PT00M00.00S,4.0,0.0,,1610612744.0,,,0.0,0.0,0.0,,0.0,,,0.0,v,Warriors Rebound,Rebound,Unknown,0.0,527.0
2023-01-08,phi-vs-det-0022200596,311.0,PT01M30.00S,2.0,1610612755.0,PHI,1629001.0,Melton,D. Melton,0.0,0.0,0.0,,0.0,,,0.0,v,Melton STEAL (1 STL),,,1.0,240.0
2023-01-20,gsw-vs-cle-0022200685,107.0,PT03M08.00S,1.0,1610612744.0,GSW,203210.0,Green,J. Green,0.0,0.0,0.0,,0.0,,,0.0,v,Green REBOUND (Off:2 Def:2),Rebound,Unknown,1.0,81.0
2023-01-15,phi-vs-lal-0022200655,53.0,PT06M50.00S,1.0,1610612747.0,LAL,1628972.0,Brown Jr.,T. Brown Jr.,0.0,0.0,0.0,,0.0,,,0.0,h,Brown Jr. S.FOUL (P1.T3) (P.Ransom),Foul,Shooting,1.0,40.0
2022-10-19,cha-vs-sas-0022200011,605.0,PT08M07.00S,4.0,1610612766.0,CHA,202330.0,Hayward,G. Hayward,2.0,259.0,26.0,Missed,1.0,,,0.0,v,MISS Hayward 26' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,440.0
2023-01-11,phx-vs-den-0022200624,310.0,PT00M00.60S,2.0,1610612743.0,DEN,203999.0,Jokic,N. Jokic,-69.0,219.0,23.0,Missed,1.0,,,0.0,h,MISS Jokic 23' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1.0,215.0
2022-11-07,bos-vs-mem-0022200152,439.0,PT03M31.00S,3.0,1610612738.0,BOS,1627759.0,Brown,J. Brown,0.0,0.0,0.0,,0.0,,,0.0,v,Brown OFF.Foul (P2) (M.Dagher),Foul,Offensive,1.0,316.0
2023-03-04,atl-vs-mia-0022200958,576.0,PT06M10.00S,4.0,1610612737.0,ATL,203992.0,Bogdanovic,B. Bogdanovic,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Hunter FOR Bogdanovic,Substitution,,0.0,417.0
2022-12-03,sac-vs-lac-0022200338,446.0,PT07M12.00S,3.0,1610612758.0,SAC,1631099.0,Murray,K. Murray,237.0,51.0,24.0,Missed,1.0,,,0.0,v,MISS Murray 24' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,326.0
2023-01-13,den-vs-lac-0022200639,456.0,PT07M55.00S,4.0,1610612746.0,LAC,203496.0,Covington,R. Covington,0.0,0.0,0.0,Made,1.0,92.0,94.0,186.0,h,Covington Tip Layup Shot (8 PTS),Made Shot,Tip Layup Shot,1.0,347.0
2022-12-21,chi-vs-atl-0022200468,562.0,PT04M42.00S,4.0,1610612741.0,CHI,1630172.0,Williams,P. Williams,6.0,-1.0,1.0,Made,1.0,100.0,94.0,194.0,v,Williams 1' Putback Layup (9 PTS),Made Shot,Putback Layup Shot,1.0,427.0
2022-10-05,ind-vs-cha-0012200018,500.0,PT05M07.00S,3.0,1610612766.0,CHA,1630163.0,Ball,L. Ball,0.0,0.0,0.0,,0.0,,,0.0,h,MISS La. Ball Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,1.0,377.0
2022-11-18,cha-vs-cle-0022200225,581.0,PT05M38.00S,4.0,1610612766.0,CHA,1626179.0,Rozier,T. Rozier,6.0,8.0,1.0,Made,1.0,92.0,87.0,179.0,v,Rozier 1' Running Layup (17 PTS),Made Shot,Running Layup Shot,1.0,429.0
2023-01-12,bos-vs-bkn-0022200627,425.0,PT04M04.00S,3.0,1610612738.0,BOS,1629684.0,Williams,G. Williams,0.0,0.0,0.0,,0.0,,,0.0,v,Williams S.FOUL (P2.T1) (C.Blair),Foul,Shooting,1.0,291.0
2023-02-11,dal-vs-sac-0022200854,229.0,PT05M42.00S,2.0,1610612742.0,DAL,1629033.0,Pinson,T. Pinson,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Powell FOR Pinson,Substitution,,0.0,167.0
2022-11-09,lal-vs-lac-0022200170,189.0,PT10M30.00S,2.0,1610612747.0,LAL,1629117.0,Gabriel,W. Gabriel,0.0,0.0,0.0,,0.0,,,0.0,v,Gabriel L.B.FOUL (P2.T3) (B.Kennedy),Foul,Loose Ball,1.0,140.0
2022-12-31,cle-vs-chi-0022200540,44.0,PT08M13.00S,1.0,0.0,,1610612739.0,,,0.0,0.0,0.0,,0.0,,,0.0,v,Cavaliers Rebound,Rebound,Normal Rebound,1.0,29.0
2022-11-20,mia-vs-cle-0022200244,537.0,PT07M32.00S,4.0,1610612739.0,CLE,1630171.0,Okoro,I. Okoro,67.0,180.0,19.0,Missed,1.0,,,0.0,h,MISS Okoro 19' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1.0,393.0
2022-10-05,phx-vs-lal-0012200022,687.0,PT05M24.00S,4.0,1610612747.0,LAL,1631306.0,Swider,C. Swider,0.0,0.0,0.0,,0.0,,,0.0,h,Swider REBOUND (Off:0 Def:2),Rebound,Unknown,1.0,503.0
2023-02-10,okc-vs-por-0022200843,182.0,PT09M00.00S,2.0,1610612757.0,POR,203924.0,Grant,J. Grant,0.0,0.0,0.0,,0.0,,,0.0,h,Grant Lost Ball Turnover (P2.T3),Turnover,Lost Ball,1.0,128.0
2023-03-01,bkn-vs-nyk-0022200937,202.0,PT08M11.00S,2.0,1610612751.0,BKN,1629651.0,Claxton,N. Claxton,0.0,0.0,0.0,,0.0,,,0.0,v,Claxton REBOUND (Off:0 Def:4),Rebound,Unknown,1.0,137.0
2023-01-11,mil-vs-atl-0022200620,377.0,PT06M29.00S,3.0,1610612749.0,MIL,203507.0,Antetokounmpo,G. Antetokounmpo,-1.0,-10.0,1.0,Made,1.0,59.0,78.0,137.0,v,G. Antetokounmpo 1' Alley Oop Dunk (7 PTS) (Ingles 4 AST),Made Shot,Alley Oop Dunk Shot,1.0,280.0
2022-10-09,mra-vs-okc-0012200038,326.0,PT01M27.00S,2.0,1610612760.0,OKC,1631114.0,Williams,J. Williams,25.0,24.0,3.0,Made,1.0,69.0,52.0,121.0,h,Jal. Williams 3' Running Layup (7 PTS) (Pokusevski 4 AST),Made Shot,Running Layup Shot,1.0,224.0
2023-01-19,phi-vs-por-0022200682,531.0,PT08M14.00S,4.0,1610612755.0,PHI,1626149.0,Harrell,M. Harrell,0.0,0.0,0.0,,0.0,,,0.0,v,MISS Harrell Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,1.0,397.0
2022-12-02,orl-vs-cle-0022200330,552.0,PT01M52.00S,4.0,1610612753.0,ORL,1629021.0,Wagner,M. Wagner,0.0,0.0,0.0,,0.0,,,0.0,v,M. Wagner P.FOUL (P5.T2) (B.Adair),Foul,Personal,1.0,402.0
2022-12-27,sas-vs-okc-0022200511,292.0,PT04M21.00S,2.0,1610612760.0,OKC,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,0.0,0.0,0.0,,0.0,,,0.0,h,Gilgeous-Alexander P.FOUL (P2.T3) (T.Brothers),Foul,Personal,1.0,214.0
2022-12-02,was-vs-cha-0022200326,681.0,PT00M11.50S,4.0,1610612764.0,WAS,1629655.0,Gafford,D. Gafford,0.0,0.0,0.0,,0.0,,,0.0,v,Gafford REBOUND (Off:5 Def:6),Rebound,Unknown,1.0,507.0
2022-11-23,por-vs-cle-0022200261,13.0,PT10M53.00S,1.0,1610612757.0,POR,1626159.0,Winslow,J. Winslow,-237.0,62.0,24.0,Missed,1.0,,,0.0,v,MISS Winslow 24' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,7.0
2022-11-15,nyk-vs-uta-0022200208,420.0,PT06M25.00S,3.0,1610612752.0,NYK,1628392.0,Hartenstein,I. Hartenstein,-2.0,86.0,9.0,Missed,1.0,,,0.0,v,MISS Hartenstein 9' Floating Jump Shot,Missed Shot,Floating Jump shot,1.0,314.0
2022-11-26,dal-vs-tor-0022200286,129.0,PT01M47.00S,1.0,1610612761.0,TOR,1631132.0,Koloko,C. Koloko,0.0,0.0,0.0,,0.0,,,0.0,h,SUB: Flynn FOR Koloko,Substitution,,0.0,97.0
2023-01-30,sac-vs-min-0022200758,116.0,PT03M51.00S,1.0,1610612758.0,SAC,1626168.0,Lyles,T. Lyles,0.0,0.0,0.0,,0.0,,,0.0,v,Lyles REBOUND (Off:0 Def:1),Rebound,Unknown,1.0,90.0
2023-03-11,mil-vs-gsw-0022201012,780.0,PT00M14.90S,5.0,1610612744.0,GSW,201939.0,Curry,S. Curry,0.0,0.0,0.0,,0.0,,,0.0,h,Curry Double Dribble Turnover (P5.T15),Turnover,Double Dribble,1.0,553.0
2023-01-31,nop-vs-den-0022200768,339.0,PT10M53.00S,3.0,1610612740.0,NOP,202685.0,Valanciunas,J. Valanciunas,0.0,0.0,0.0,,0.0,,,0.0,v,Valanciunas OFF.Foul (P2) (C.Blair),Foul,Offensive,1.0,238.0
2023-03-06,bos-vs-cle-0022200971,484.0,PT00M02.60S,3.0,1610612738.0,BOS,1628436.0,Kornet,L. Kornet,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: White FOR Kornet,Substitution,,0.0,341.0
2022-12-21,por-vs-okc-0022200474,344.0,PT10M00.00S,3.0,1610612757.0,POR,1629014.0,Simons,A. Simons,-174.0,183.0,25.0,Missed,1.0,,,0.0,v,MISS Simons 25' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,238.0
2023-01-08,cle-vs-phx-0022200603,92.0,PT03M43.00S,1.0,1610612739.0,CLE,1628378.0,Mitchell,D. Mitchell,0.0,0.0,0.0,,0.0,19.0,27.0,46.0,v,Mitchell Free Throw 3 of 3 (5 PTS),Free Throw,Free Throw 3 of 3,1.0,63.0
2022-11-13,gsw-vs-sac-0022200197,380.0,PT08M28.00S,3.0,1610612744.0,GSW,202691.0,Thompson,K. Thompson,114.0,240.0,27.0,Made,1.0,72.0,78.0,150.0,v,Thompson 27' 3PT Running Jump Shot (14 PTS) (D. Green 8 AST),Made Shot,Running Jump Shot,1.0,278.0
2022-10-21,sas-vs-ind-0022200018,529.0,PT00M42.10S,3.0,1610612754.0,IND,1630543.0,Jackson,I. Jackson,0.0,0.0,0.0,,0.0,,,0.0,h,Jackson REBOUND (Off:2 Def:4),Rebound,Unknown,1.0,371.0
2022-11-10,phi-vs-atl-0022200173,665.0,PT01M11.00S,4.0,1610612755.0,PHI,203954.0,Embiid,J. Embiid,0.0,0.0,0.0,,0.0,102.0,95.0,197.0,v,Embiid Free Throw 1 of 2 (26 PTS),Free Throw,Free Throw 1 of 2,1.0,493.0
2022-11-18,ind-vs-hou-0022200228,16.0,PT10M33.00S,1.0,1610612754.0,IND,1630169.0,Haliburton,T. Haliburton,219.0,137.0,26.0,Missed,1.0,,,0.0,v,MISS Haliburton 26' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,10.0
2022-12-31,dal-vs-sas-0022200542,412.0,PT02M31.00S,3.0,1610612759.0,SAS,1628380.0,Collins,Z. Collins,0.0,0.0,0.0,,0.0,,,0.0,h,Collins S.FOUL (P3.PN) (M.Dagher),Foul,Shooting,1.0,291.0
2023-01-16,mia-vs-atl-0022200661,599.0,PT02M51.00S,4.0,1610612748.0,MIA,1629639.0,Herro,T. Herro,0.0,0.0,0.0,,0.0,,,0.0,v,Herro REBOUND (Off:0 Def:5),Rebound,Unknown,1.0,424.0
2022-11-05,bkn-vs-cha-0022200133,298.0,PT02M55.00S,2.0,1610612751.0,BKN,202693.0,Morris,M. Morris,-23.0,247.0,25.0,Missed,1.0,,,0.0,v,MISS Morris 25' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,218.0
2022-10-19,chi-vs-mia-0022200007,254.0,PT06M20.00S,2.0,1610612748.0,MIA,1628389.0,Adebayo,B. Adebayo,0.0,0.0,0.0,,0.0,,,0.0,h,Adebayo L.B.FOUL (P1.T4) (A.Smith),Foul,Loose Ball,1.0,185.0
2022-11-05,hou-vs-min-0022200137,244.0,PT06M59.00S,2.0,1610612745.0,HOU,1629645.0,Porter Jr.,K. Porter Jr.,143.0,1.0,14.0,Missed,1.0,,,0.0,v,MISS Porter Jr. 14' Step Back Jump Shot,Missed Shot,Step Back Jump shot,1.0,164.0
2023-02-10,mil-vs-lac-0022200845,607.0,PT00M36.30S,4.0,1610612746.0,LAC,1630527.0,Boston Jr.,B. Boston Jr.,0.0,0.0,0.0,,0.0,103.0,117.0,220.0,h,Boston Jr. Free Throw 1 of 1 (17 PTS),Free Throw,Free Throw 1 of 1,1.0,438.0
2023-02-06,lac-vs-bkn-0022200810,251.0,PT03M20.00S,2.0,1610612751.0,BKN,1628410.0,Sumner,E. Sumner,-25.0,15.0,3.0,Missed,1.0,,,0.0,h,MISS Sumner 3' Running Layup,Missed Shot,Running Layup Shot,1.0,189.0
2023-01-23,mil-vs-det-0022200706,685.0,PT03M43.00S,4.0,1610612765.0,DET,1630180.0,Bey,S. Bey,78.0,244.0,26.0,Missed,1.0,,,0.0,h,MISS Bey 26' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,487.0
2023-01-30,atl-vs-por-0022200763,248.0,PT03M37.00S,2.0,1610612737.0,ATL,1627749.0,Murray,D. Murray,0.0,0.0,0.0,,0.0,,,0.0,v,Murray REBOUND (Off:0 Def:2),Rebound,Unknown,1.0,183.0
2023-02-13,sas-vs-cle-0022200858,88.0,PT03M58.00S,1.0,1610612739.0,CLE,1628386.0,Allen,J. Allen,0.0,0.0,0.0,,0.0,,,0.0,h,Allen REBOUND (Off:3 Def:1),Rebound,Unknown,1.0,63.0
2022-12-14,mia-vs-okc-0022200419,93.0,PT03M58.00S,1.0,1610612748.0,MIA,1628389.0,Adebayo,B. Adebayo,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Highsmith FOR Adebayo,Substitution,,0.0,71.0
2023-01-13,nop-vs-det-0022200632,78.0,PT05M28.00S,1.0,1610612740.0,NOP,1630700.0,Daniels,D. Daniels,0.0,0.0,0.0,,0.0,,,0.0,v,Daniels S.FOUL (P1.T3) (S.Wright),Foul,Shooting,1.0,57.0
2022-12-28,bkn-vs-atl-0022200517,222.0,PT05M12.00S,2.0,1610612737.0,ATL,1630552.0,Johnson,J. Johnson,0.0,0.0,0.0,,0.0,,,0.0,h,Johnson S.FOUL (P1.T2) (K.Lane),Foul,Shooting,1.0,159.0
2022-12-10,okc-vs-cle-0022200390,106.0,PT04M23.00S,1.0,1610612760.0,OKC,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,0.0,0.0,0.0,,0.0,15.0,14.0,29.0,v,Gilgeous-Alexander Free Throw 1 of 1 (5 PTS),Free Throw,Free Throw 1 of 1,0.0,82.0
2022-10-28,cle-vs-bos-0022200072,330.0,PT01M55.00S,2.0,1610612739.0,CLE,1627747.0,LeVert,C. LeVert,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Osman FOR LeVert,Substitution,,0.0,237.0
2022-12-09,sac-vs-cle-0022200381,569.0,PT05M23.00S,4.0,1610612758.0,SAC,1627734.0,Sabonis,D. Sabonis,-43.0,9.0,4.0,Made,1.0,93.0,87.0,180.0,v,Sabonis 4' Layup (16 PTS),Made Shot,Layup Shot,1.0,414.0
2022-12-03,orl-vs-tor-0022200340,46.0,PT07M17.00S,1.0,1610612753.0,ORL,1629626.0,Bol,B. Bol,0.0,0.0,0.0,,0.0,,,0.0,v,Bol STEAL (1 STL),,,1.0,35.0
2023-01-18,atl-vs-dal-0022200670,345.0,PT10M17.00S,3.0,1610612737.0,ATL,1628381.0,Collins,J. Collins,233.0,38.0,24.0,Made,1.0,66.0,70.0,136.0,v,Collins 24' 3PT Jump Shot (15 PTS) (Okongwu 1 AST),Made Shot,Jump Shot,1.0,247.0
2022-11-01,orl-vs-okc-0022200105,425.0,PT06M18.00S,3.0,1610612760.0,OKC,1630197.0,Pokusevski,A. Pokusevski,0.0,0.0,0.0,,0.0,,,0.0,h,Pokusevski REBOUND (Off:3 Def:1),Rebound,Unknown,1.0,316.0
2022-10-09,lal-vs-gsw-0012200040,82.0,PT06M58.00S,1.0,1610612747.0,LAL,203076.0,Davis,A. Davis,-141.0,69.0,16.0,Made,1.0,15.0,17.0,32.0,v,Davis 16' Jump Shot (6 PTS),Made Shot,Jump Shot,1.0,59.0
2022-10-09,por-vs-sac-0012200041,25.0,PT09M49.00S,1.0,1610612757.0,POR,1628404.0,Hart,J. Hart,0.0,0.0,0.0,,0.0,,,0.0,v,MISS Hart Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,1.0,18.0
2023-01-06,mia-vs-phx-0022200589,89.0,PT03M43.00S,1.0,1610612756.0,PHX,1629028.0,Ayton,D. Ayton,-12.0,267.0,27.0,Missed,1.0,,,0.0,h,MISS Ayton 27' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,67.0
2022-12-08,hou-vs-sas-0022200375,214.0,PT06M49.00S,2.0,1610612759.0,SAS,1629640.0,Johnson,K. Johnson,-25.0,96.0,10.0,Made,1.0,37.0,38.0,75.0,h,K. Johnson 10' Hook Shot (14 PTS),Made Shot,Hook Shot,1.0,158.0
2022-11-25,chi-vs-okc-0022200281,337.0,PT11M22.00S,3.0,1610612741.0,CHI,201942.0,DeRozan,D. DeRozan,0.0,0.0,0.0,,0.0,,,0.0,v,DeRozan S.FOUL (P1.T1) (J.Goble),Foul,Shooting,1.0,224.0
2022-12-31,bkn-vs-cha-0022200539,321.0,PT01M00.00S,2.0,1610612751.0,BKN,202681.0,Irving,K. Irving,29.0,72.0,8.0,Made,1.0,45.0,59.0,104.0,v,Irving 8' Pullup Jump Shot (16 PTS),Made Shot,Pullup Jump shot,1.0,232.0
2022-11-18,orl-vs-chi-0022200227,541.0,PT08M31.00S,4.0,1610612753.0,ORL,203082.0,Ross,T. Ross,0.0,0.0,0.0,,0.0,,,0.0,v,Ross REBOUND (Off:0 Def:2),Rebound,Unknown,1.0,395.0
2023-01-23,min-vs-hou-0022200709,576.0,PT06M27.00S,4.0,0.0,,1610612745.0,,,0.0,0.0,0.0,,0.0,,,0.0,h,ROCKETS Rebound,Rebound,Unknown,0.0,425.0
2023-02-25,ind-vs-orl-0022200905,348.0,PT00M40.80S,2.0,1610612754.0,IND,1627741.0,Hield,B. Hield,0.0,0.0,0.0,,0.0,,,0.0,v,Hield REBOUND (Off:0 Def:2),Rebound,Unknown,1.0,259.0
2022-11-15,sas-vs-por-0022200209,174.0,PT10M00.00S,2.0,1610612757.0,POR,1629014.0,Simons,A. Simons,0.0,0.0,0.0,,0.0,,,0.0,h,Simons P.FOUL (P1.T1) (D.Guthrie),Foul,Personal,1.0,127.0
2022-11-09,mil-vs-okc-0022200168,124.0,PT03M09.00S,1.0,1610612760.0,OKC,1630197.0,Pokusevski,A. Pokusevski,0.0,0.0,0.0,,0.0,,,0.0,h,SUB: Wiggins FOR Pokusevski,Substitution,,0.0,92.0
2022-11-27,phi-vs-orl-0022200297,595.0,PT01M41.00S,4.0,1610612755.0,PHI,1630577.0,Champagnie,J. Champagnie,0.0,0.0,0.0,,0.0,,,0.0,v,Champagnie STEAL (1 STL),,,1.0,439.0
2023-01-20,ind-vs-den-0022200688,606.0,PT05M53.00S,4.0,1610612754.0,IND,1629614.0,Nembhard,A. Nembhard,-234.0,25.0,24.0,Missed,1.0,,,0.0,v,MISS Nembhard 24' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,437.0
2023-02-17,jkm-vs-pau-0032200006,92.0,PT00M00.00S,1.0,0.0,,1610616847.0,,,0.0,0.0,0.0,,0.0,,,0.0,h,PAU Timeout: Regular (Full 2 Short 0),Timeout,Regular,0.0,72.0
2022-10-12,bkn-vs-mil-0012200056,236.0,PT07M22.00S,2.0,1610612751.0,BKN,202693.0,Morris,M. Morris,-59.0,13.0,6.0,Missed,1.0,,,0.0,v,MISS Morris 6' Turnaround Jump Shot,Missed Shot,Turnaround Jump Shot,1.0,167.0
2023-01-30,orl-vs-phi-0022200756,305.0,PT03M19.00S,2.0,1610612755.0,PHI,1629001.0,Melton,D. Melton,0.0,0.0,0.0,,0.0,,,0.0,h,SUB: Maxey FOR Melton,Substitution,,0.0,230.0
2022-11-11,min-vs-mem-0022200181,89.0,PT05M36.00S,1.0,1610612763.0,MEM,1629723.0,Konchar,J. Konchar,0.0,0.0,0.0,,0.0,,,0.0,h,Konchar REBOUND (Off:0 Def:1),Rebound,Unknown,1.0,68.0
2022-11-30,tor-vs-nop-0022200318,242.0,PT06M33.00S,2.0,1610612740.0,NOP,1630530.0,Murphy III,T. Murphy III,-183.0,194.0,27.0,Missed,1.0,,,0.0,h,MISS Murphy III 27' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1.0,171.0
